rank,gene,score
703,NKX6-2,0.03430257150136806
704,DTNA,0.03426076621425389
705,KLHL29,0.034128525853157066
706,TENT5A,0.033831894397735596
707,PEG10,0.0337097884364419
708,DLEU7,0.03359100364698153
709,LAMA2,0.03352289721240059
710,CEBPD,0.03347577281114533
711,LRCH1,0.03339680093076991
712,LYVE1,0.033296167850494385
713,MARCKSL1,0.033118430674419275
714,MCTP1,0.03293859795445486
715,TPST1,0.03292935614364301
716,PAPPA2,0.03292545276886871
717,CHODL,0.032778903729565156
718,SERPINB9,0.0327784022406693
719,KCND3,0.03274400533033228
720,SLC38A1,0.03274325746550133
721,MBOAT1,0.032643086914763364
722,SLCO2B1,0.032642912864685014
723,CDH8,0.03260497686763608
724,KCNAB1,0.03248343734520931
725,PAK5,0.032461939752101876
726,UNC5C,0.03242154682383813
727,P2RY12,0.03239139300935412
728,TH,0.03233648660893035
729,MOAP1,0.03227768992355229
730,TNR,0.03217278282802849
731,PLCB1,0.03206185100221992
732,CADPS,0.03204984670632982
733,NKAIN3,0.03191807456314566
734,CYBA,0.031808962876146485
735,ITGA2,0.03171079581560088
736,KCNIP1,0.03159392939673533
737,MT2A,0.03157592123818498
738,CPS1,0.031506790343549196
739,ESR1,0.031445987812884435
740,NSG2,0.03142099930086595
741,PGM2L1,0.03133478212630603
742,CLVS1,0.03130458775001732
743,CPLX2,0.031295342906908497
744,MS4A4A,0.031077731778656192
745,CHRM5,0.031056056420008304
746,LDB3,0.030934614177414388
747,DNM1,0.03080332531678498
748,ALOX5,0.03070536653200784
749,PLAC8,0.03066632553698523
750,PHF21B,0.030619093845462242
751,MGAT4A,0.030392641058334946
752,ATP8A2,0.030201165718408474
753,PLCB4,0.03020022212587603
754,ANKRD18A,0.030157733412197296
755,DENND3,0.030061355705165993
756,PLCXD3,0.03004620890868337
757,LUZP2,0.029962793320926995
758,ERMN,0.02977122863133752
759,ENO2,0.029691213346940692
760,SNTB1,0.02967670027053726
761,PTPRZ1,0.02964282726594636
762,LGALS1,0.029631255184992766
763,PIK3R5,0.029257129582147767
764,F13A1,0.029255802035331735
765,DCHS2,0.02914774790406227
766,RARB,0.02891695731216004
767,ERC2,0.02891654802601218
768,RUNX2,0.028772413681836473
769,RASGRF2,0.02871660339678156
770,YWHAG,0.028708059997882396
771,IQCA1,0.028692511055204595
772,TUBB2A,0.02863588987402521
773,GNAS,0.028630368276421903
774,KANK4,0.028591838589929086
775,MYO5C,0.028438413849557365
776,SNCG,0.028417413830757132
777,FMN2,0.028307937428747376
778,C1QA,0.02829199310006769
779,PNMA8A,0.028262613118545943
780,CEMIP,0.02812155698259977
781,GPR158,0.028102285819116002
782,SRGAP2C,0.028019663950671347
783,EPHA7,0.027976546126107338
784,PPARG,0.027860431373119332
785,KLF12,0.02785547574361169
786,LRRTM4,0.02767517457307278
787,IKZF1,0.027664908340999106
788,EYA4,0.027626905978443417
789,LMNTD1,0.02736434837182361
790,RCAN2,0.02734595210312618
791,REEP1,0.02719133145042829
792,TMEM156,0.02717489004135132
793,TUBA4A,0.02713604808228276
794,LPAR6,0.027115791004437728
795,ARHGAP42,0.02709265439214048
796,STPG2,0.02706659734058564
797,COL27A1,0.027026079540305226
798,NRXN3,0.02702496188877268
799,ALDH1A2,0.027007212784110002
800,NPNT,0.026954860914321088
801,NFATC2,0.026831998215878672
802,MYOF,0.026814089580015688
803,KCNQ3,0.02676963026706991
804,CNTNAP3B,0.02675992142070427
805,TPRG1,0.026684837081493495
806,SOX5,0.026529005184598553
807,FAM107A,0.026510794281868977
808,GPM6A,0.02649476638408299
809,RASGRF1,0.02636236360537969
810,DSCAML1,0.02609715937228685
811,PID1,0.026056101828528133
812,CCDC148,0.02605383348480994
813,ST8SIA6,0.025859345495700847
814,NWD1,0.025777414441108704
815,COL11A1,0.025559728592634223
816,MAN1A1,0.02553868144750593
817,RIMS1,0.025519905013915767
818,ENPP6,0.025339074324741695
819,ST8SIA4,0.025321943651546164
820,CLMP,0.0250608831644058
821,PLD5,0.024818158149719216
822,TUBA1B,0.024769530216244784
823,SDK1,0.02466906419128434
824,ATP6V1B2,0.0246401785469767
825,ATP8B4,0.024609561477388686
826,DLC1,0.02460141060608123
827,KHDRBS3,0.024599576857730177
