cell_type,disease,distance,ontology,method,scope,n_genes,n_annotated,n_ref_genes,mean,median,std,max,skew,p10,p25,p75,p90,p95,bestmatch_mean,bestmatch_median,bestmatch_max
oligodendrocytes,parkinson,SimRel,MF,all_methods,annotated,57,57,184,0.2067316685141721,0.19137466671575834,0.17107659745637577,0.9070934599074959,0.3475779679843374,0.0,0.03424166625854584,0.355858333833521,0.43902924323820824,0.47220155109962103,0.6119285783248153,0.5951424741015,0.9070934599074959
astrocytes,parkinson,wang,MF,attention_zero_shot,all,30,27,184,0.45447659619931624,0.47105133091408513,0.2999715558464354,1.0,-0.10189255809911052,0.0,0.2031374025794147,0.7161150036760481,0.8561985738305731,0.8862479441346639,0.8088065967631015,0.9438491745963832,1.0
astrocytes,parkinson,wang,MF,attention_zero_shot,annotated,27,27,184,0.5049739957770181,0.526810111695339,0.272912375111175,1.0,-0.19864405605622484,0.1357624137174766,0.27260394860977805,0.7387314479249791,0.8612372011286606,0.8914758707914093,0.898673996403446,0.9476817514587129,1.0
astrocytes,parkinson,wang,MF,ig_lora,all,30,29,184,0.5023441830762672,0.5315716488147183,0.29635443034835096,1.0,-0.19632388960204816,0.06294849674770144,0.24525251048725294,0.761626379486561,0.8787325077676534,0.926158731588027,0.8917635601820355,0.9519217943838925,1.0
astrocytes,parkinson,wang,MF,ig_lora,annotated,29,29,184,0.5196663962857936,0.5492492297215994,0.2860990339929029,1.0,-0.22092410189254785,0.1276866223049844,0.2698746605103266,0.7689071838704504,0.8818807792648724,0.9271522869527833,0.9225140277745195,0.9524667457495716,1.0
astrocytes,parkinson,wang,MF,all_methods,all,60,56,184,0.4784103896377917,0.5000471904016998,0.29912751097210866,1.0,-0.14972910400877687,0.0,0.2249011022854582,0.7406531711969166,0.8652280309033311,0.9071872071890036,0.8502850784725685,0.9484085404205771,1.0
astrocytes,parkinson,wang,MF,all_methods,annotated,56,56,184,0.5125825603262054,0.5384959670660444,0.27991506299722135,1.0,-0.20722587349281685,0.12970603363312694,0.27178845801526763,0.7543573067603799,0.8696236867529613,0.9110311477971303,0.9110197269348949,0.9519217943838925,1.0
da_neurons,parkinson,wang,MF,attention_zero_shot,all,30,28,184,0.4514130112128338,0.4563254122387381,0.2891474559800082,0.9943727802463063,-0.030423575999885516,0.0,0.2111492071343666,0.6943347754019555,0.8518609982067591,0.9037333928536054,0.8460029441020517,0.9299345104323412,0.9943727802463063
da_neurons,parkinson,wang,MF,attention_zero_shot,annotated,28,28,184,0.48365679772803616,0.4855143354180038,0.2719985291503946,0.9943727802463063,-0.06994829474263142,0.10990498619620451,0.26229508196721313,0.7131008466238243,0.8579294727825618,0.9065290678901817,0.9064317258236269,0.9357821624505349,0.9943727802463063
da_neurons,parkinson,wang,MF,ig_lora,all,30,29,184,0.5062365894190005,0.5397771716030673,0.3048300932567477,1.0,-0.20583052107712585,0.05757682041484367,0.2434381610154467,0.7800454898792806,0.8950718601764341,0.9296484236826001,0.8785064316174027,0.9650489804280749,1.0
da_neurons,parkinson,wang,MF,ig_lora,annotated,29,29,184,0.5236930235368971,0.5567037319322437,0.294930091220327,1.0,-0.23848720340130913,0.07797521867229755,0.27040479051147354,0.787382055304167,0.8979198471616385,0.9305177730866888,0.9087997568455891,0.9651563720104758,1.0
da_neurons,parkinson,wang,MF,all_methods,all,60,57,184,0.4788248003159171,0.4904236206448081,0.2983541933828751,1.0,-0.10918792439196696,0.0,0.23000541511185085,0.7410316297439037,0.877120682286871,0.9191652202188958,0.8622546878597274,0.9484085404205771,1.0
da_neurons,parkinson,wang,MF,all_methods,annotated,57,57,184,0.5040261055957022,0.5150648139732734,0.28460168794271884,1.0,-0.14810902411444657,0.09402607249033684,0.264769788750671,0.7523627675323831,0.8818102530337558,0.921838580009685,0.9076365135365551,0.9513768430182133,1.0
microglia,parkinson,wang,MF,attention_zero_shot,all,30,28,184,0.4576676349737744,0.4652769249702814,0.29740511768724953,1.0,-0.02457654776380363,0.0,0.20688988879727302,0.7058517068058853,0.8744394938219273,0.9182669439247839,0.8637154908273862,0.9425534864384604,1.0
microglia,parkinson,wang,MF,attention_zero_shot,annotated,28,28,184,0.490358180329044,0.49244578954134455,0.2806021575771424,1.0,-0.07251683527697289,0.08368408499427862,0.2664860369132976,0.7259523147663698,0.8802694342236392,0.9205909731412071,0.9254094544579138,0.9473068333477448,1.0
microglia,parkinson,wang,MF,ig_lora,all,30,30,184,0.4894975498605965,0.5188522128020412,0.2950518843748596,1.0,-0.09303265217305885,0.0883686172912638,0.21322372150291577,0.7574200659204274,0.8717183966486877,0.9173843959357297,0.917896143549976,0.9673889815674883,1.0
microglia,parkinson,wang,MF,ig_lora,annotated,30,30,184,0.4894975498605965,0.5188522128020412,0.2950518843748596,1.0,-0.09303265217305885,0.0883686172912638,0.21322372150291577,0.7574200659204274,0.8717183966486877,0.9173843959357297,0.917896143549976,0.9673889815674883,1.0
microglia,parkinson,wang,MF,all_methods,all,60,58,184,0.4735825924171855,0.4865703879123863,0.2966580440849139,1.0,-0.0594210345717009,0.059971169874744344,0.21110036257032325,0.7371774182138502,0.8729303815412612,0.9180327868852459,0.8908058171886812,0.9579269437125002,1.0
microglia,parkinson,wang,MF,all_methods,annotated,58,58,184,0.48991302663846764,0.5023178762305993,0.2881669518725636,1.0,-0.08419943132903936,0.08628305207175724,0.23683854154338452,0.7443518597562965,0.87561149257822,0.919334609075742,0.9215232591607048,0.963457757179131,1.0
oligodendrocytes,parkinson,wang,MF,attention_zero_shot,all,30,28,184,0.4089646389794649,0.3744041679830243,0.28886412499205794,1.0,0.2596667621219157,0.0,0.16582614257512673,0.6504071875457662,0.8372789318634812,0.8990802063943953,0.7844809316629692,0.9002994099734143,1.0
oligodendrocytes,parkinson,wang,MF,attention_zero_shot,annotated,28,28,184,0.4381763989065694,0.4024223392570151,0.2767720294269097,1.0,0.22892945404030612,0.10661155509392163,0.20157812193182265,0.6687620599154223,0.8435842872623176,0.9028604854328639,0.8405152839246097,0.9193377296742018,1.0
oligodendrocytes,parkinson,wang,MF,ig_lora,all,30,29,184,0.4924872537118053,0.5111748880263319,0.28545182957382303,1.0,-0.18052145971521333,0.06374380137881647,0.26387343476573233,0.7356068044149994,0.8655343206015763,0.9106132936623069,0.8579959556784608,0.9472668641227119,1.0
oligodendrocytes,parkinson,wang,MF,ig_lora,annotated,29,29,184,0.5094695728053158,0.5266013280218261,0.2750282204611431,1.0,-0.196277014258556,0.12323524699826618,0.2962763323586663,0.7439965782844257,0.8677569525647155,0.9131252730636372,0.887582023115649,0.9491353293824414,1.0
oligodendrocytes,parkinson,wang,MF,all_methods,all,60,57,184,0.450725946345635,0.43969711832707226,0.29018377220335195,1.0,0.03712941907698683,0.0,0.20506032864136298,0.7002779266230995,0.854549905707419,0.9047587189170323,0.8212384436707151,0.9376318634576466,1.0
oligodendrocytes,parkinson,wang,MF,all_methods,annotated,57,57,184,0.4744483645743527,0.4666900524367111,0.27817887513805734,1.0,0.011790345509483166,0.11360519126041457,0.24000846872959114,0.7122841006546103,0.8589064439958323,0.9076968785954116,0.8644615196533841,0.9453983988629824,1.0
