rank,gene,score
578,SLC4A4,0.052474054128483494
579,SLA,0.05230949925524847
580,CACNB2,0.05218987808777742
581,ZBTB7C,0.0521569315057534
582,ANXA6,0.05204707880814874
583,DLGAP2,0.051913127303123474
584,ABTB2,0.05168723192285085
585,RUNX2,0.051636968372446135
586,GNA14,0.0515870579651424
587,TUBA1A,0.050974689875588286
588,DDR2,0.05093416273593898
589,DDAH1,0.050759072105089786
590,CD96,0.05053699943754408
591,CENPP,0.05044008846636172
592,AGBL4,0.05031304258634062
593,RIMS1,0.0499650239944458
594,GPR183,0.04951387643814087
595,NMNAT2,0.049362337710630866
596,LRRK2,0.04926576858593357
597,CABLES1,0.049224880732357756
598,LPAR6,0.04920471942295196
599,MYO1F,0.0491831513742606
600,SUGCT,0.04910761117935181
601,PRKCH,0.0490540997297676
602,DYNC1I1,0.04900115082313966
603,LUZP2,0.048813448933994086
604,MND1,0.04878084758917489
605,NKAIN2,0.04848629911609181
606,CALY,0.04844317478793003
607,LGI1,0.048408264915148436
608,STMN4,0.04826772212982178
609,GREB1L,0.04824882745742798
610,CPE,0.048216420092752954
611,FAM20A,0.04819799011403869
612,HBB,0.04813343961773875
613,S100B,0.04805407488547897
614,SCCPDH,0.04794355730215705
615,LRRK1,0.04785421791002731
616,VEGFA,0.047820016741752625
617,LAPTM5,0.0477203970377868
618,ATP6V1B2,0.04765755262894511
619,MED12L,0.04735085368156433
620,PLXNA2,0.04686996482667466
621,CPLX2,0.046842238306999184
622,DPP10,0.046663918665477255
623,KCND2,0.04661436378955841
624,SRGN,0.04649611314137775
625,NLGN1,0.04597531080854911
626,PLAGL1,0.04594541287847925
627,INPP4B,0.04583749671777093
628,KIAA1217,0.04580730199813843
629,KCNQ3,0.04568613978142433
630,NEBL,0.04568113883336389
631,NRG3,0.045455919844763604
632,MSR1,0.045436178719859444
633,MCTP1,0.04511755704879761
634,CHST11,0.044959305045465914
635,CD163,0.044943501551945986
636,LPCAT2,0.04494106074174242
637,WLS,0.044869690456669775
638,PRR16,0.044860106088428664
639,CLSTN3,0.04480611183507277
640,HTR7,0.0445873126932157
641,RANBP17,0.04456795664394608
642,GLIS3,0.04396761934726667
643,STXBP5L,0.04382520313116389
644,BNC2,0.04379301028592247
645,GPR158,0.04370569288730619
646,ZDHHC20,0.04362137440372915
